,Lat,Long,Store_Name,Store_number,Gas_or_Diesel,No_Overnight_Parking,Phone_Number,Address,Country,Province_or_State
3651,-78.554964,35.609188,Walmart Supercenter,5743,Neither,0,(919) 772-7373,"5141 Hwy 42; I-40 Exit 312 Garner, NC, 27529 ",USA,NC
3652,-81.224778,35.260997,Walmart Supercenter,5298,Gas/Diesel,0,(704) 864-6776,"223 N Myrtle School Rd; I-85 Exit 14 Gastonia, NC, 28052 ",USA,NC
3653,-81.124369,35.243154,Wm Nbrhd Mkt,7062,Neither,1,(704) 648-0414,"2324 S New Hope Rd, Gastonia, NC, 28054 ",USA,NC
3654,-81.2238388,35.261837,Murphy: USA,7058,Gas/Diesel,0,(704) 854-3338,"237 N Myrtle School Road, Gastonia, NC, 28052 ",USA,NC
3655,-81.124476,35.2614,Walmart Supercenter,1385,Neither,1,(704) 867-2440,"3000 E Franklin Blvd; I-85 Exit 20 Gastonia, NC, 28056 ",USA,NC
3656,-81.118414,35.260782,Sam's Club,6414,Gas,0,(704) 866-4752,"3540 E Franklin Blvd; I-85 Exit 22 Gastonia, NC, 28056 ",USA,NC
3657,-77.946423,35.386567,Walmart Supercenter,1236,Neither,0,(919) 778-3324,"1002 N Spence Ave, Goldsboro, NC, 27534 ",USA,NC
3658,-77.936724,35.414429,Wm Nbrhd Mkt,7340,Neither,1,(919) 988-6003,"1144 Tommy's Rd, Goldsboro, NC, 27532 ",USA,NC
3659,-77.936772,35.382619,Sam's Club,6443,Gas,0,(919) 778-9775,"2811 N Park Dr, Goldsboro, NC, 27534 ",USA,NC
3660,-78.062581,35.430917,Walmart Supercenter,4564,Neither,0,(919) 736-7332,"2908 Hwy 70 W, Goldsboro, NC, 27530 ",USA,NC
3661,-77.916616,35.345939,Wm Nbrhd Mkt,7334,Neither,1,(919) 988-6042,"4350 Hwy 70 E, Goldsboro, NC, 27534 ",USA,NC
3662,-81.394381,35.780313,Walmart Supercenter,4410,Neither,0,(828) 396-3170,"4780 Hickory Blvd, Granite Falls, NC, 28630 ",USA,NC
3663,-76.842583,35.141392,Walmart Supercenter,7238,Neither,0,(252) 201-9005,"11233 B Hwy 55 Grantsboro, NC, 28529 ",USA,NC
3664,-79.770714,36.040462,Wm Nbrhd Mkt,5393,Neither,0,(336) 291-0567,"1050 Alamance Church Rd; I-40/85 Exit 38 Greensboro, NC, 27406 ",USA,NC
3665,-79.798379,36.002231,Walmart Supercenter,5320,Neither,1,(336) 370-0775,"121 W Elmsley Dr; I-85 Exit 124 Greensboro, NC, 27406 ",USA,NC
3666,-79.7568832,36.1075947,Murphy: USA,7346,Gas/Diesel,0,(336) 375-4574,"2107 (A) 16th St, Greensboro, NC, 27405 ",USA,NC
3667,-79.755562,36.10997,Walmart Supercenter,3658,Gas/Diesel,1,(336) 375-5445,"2107 Pyramid Village Blvd, Greensboro, NC, 27405 ",USA,NC
3668,-79.848605,36.040124,Wm Nbrhd Mkt,5014,Neither,0,(336) 895-5010,"3605 High Point Rd; I-40 Exit 216 Greensboro, NC, 27407 ",USA,NC
3669,-79.85639,36.135292,Walmart Supercenter,1498,Neither,0,(336) 282-6754,"3738 N battleground AvE, Greensboro, NC, 27410 ",USA,NC
3670,-79.89912,36.057114,Sam's Club,6402,Gas,0,(336) 852-6212,"4418 W Wendover Ave; I-40 Exit 214 Greensboro, NC, 27409 ",USA,NC
3671,-79.90079,36.057148,Walmart Supercenter,1842,Neither,0,(336) 292-5070,"4424 W Wendover Ave; I-40 Exit 214 Greensboro, NC, 27407 ",USA,NC
3672,-79.886205,36.089432,Wm Nbrhd Mkt,6176,Neither,1,(336) 291-4969,"5611 W Friendly Ave, Greensboro, NC, 27410 ",USA,NC
3673,-77.356632,35.568223,Wm Nbrhd Mkt,7337,Gas,1,(252) 917-6190,"1826 E Arlington Blvd, Greenville, NC, 27858 ",USA,NC
3674,-77.38761,35.576314,Walmart Supercenter,1379,Gas/Diesel,1,(252) 355-2441,"210 Greenville Blvd SW, Greenville, NC, 27834 ",USA,NC
3675,-77.3893738,35.5769653,Murphy: USA,6645,Gas/Diesel,0,(252) 439-2261,"250 Greenville Blvd SW, Greenville, NC, 27834 ",USA,NC
3676,-77.321001,35.545559,Wm Nbrhd Mkt,7222,Neither,1,(252) 917-6165,"2830 Gateway Dr, Greenville, NC, 27834 ",USA,NC
3677,-77.307522,35.581631,Walmart Supercenter,5851,Neither,0,(252) 917-6286,"4600 E 10th St, Greenville, NC, 27858 ",USA,NC
3678,-76.937639,34.913738,Walmart Supercenter,3825,Neither,0,(252) 444-2055,"566 Hwy 70 W, Havelock, NC, 28532 ",USA,NC
3679,-76.939038,34.913219,Murphy: USA,7611,Gas/Diesel,0,(252) 444-2824,"568 Hwy 70 W, Havelock, NC, 28532 ",USA,NC
3680,-78.442821,36.333821,Walmart Supercenter,2256,Neither,0,(252) 438-9004,"200 N Cooper Dr; I-85 Exit 213 Henderson, NC, 27536 ",USA,NC
3681,-82.437606,35.348625,Walmart Supercenter,1242,Neither,0,(828) 696-8285,"250 Highlands Square Dr; I-26 Exit 18 Hendersonville, NC, 28792 ",USA,NC
3682,-82.44107,35.349471,Sam's Club,4950,Gas/Diesel,0,(828) 698-6889,"300 Highlands Sq Dr; I-26 Exit 49 Hendersonville, NC, 28792 ",USA,NC
3683,-81.287976,35.75153,Wm Nbrhd Mkt,3504,Neither,1,(828) 639-6103,"2415 Springs Rd NE, Hickory, NC, 28601 ",USA,NC
3684,-81.289461,35.702992,Sam's Club,6355,Gas,0,(828) 326-8699,"2435 Hwy 70 SE, Hickory, NC, 28602 ",USA,NC
3685,-81.287257,35.702576,Walmart Supercenter,0948,Neither,0,(828) 326-7060,"2525 Hwy 70 SE, Hickory, NC, 28602 ",USA,NC
3686,-81.34774,35.719509,Wm Nbrhd Mkt,7315,Neither,0,(828) 639-6060,"483 Hwy 70 SW; Hwy 321 Exit 44 Hickory, NC, 28602 ",USA,NC
3687,-79.987999,35.926116,Walmart Supercenter,1613,Neither,1,(336) 869-9633,"2628 S Main St; I-85 Exit 111 High Point, NC, 27263 ",USA,NC
3688,-80.029364,35.994467,Walmart Supercenter,4477,Gas/Diesel,0,(336) 869-7638,"2710 N Main St, High Point, NC, 27265 ",USA,NC
3689,-80.0312881,35.9949951,Murphy: USA,7500,Gas/Diesel,0,(336) 869-0094,"2726 N Main St, High Point, NC, 27265 ",USA,NC
3690,-79.963225,36.028582,Wm Nbrhd Mkt,5013,Neither,1,(336) 804-6018,"4102 Precision Way, High Point, NC, 27265 ",USA,NC
3691,-79.084431,36.056008,Walmart Supercenter,1191,Neither,0,(919) 732-9172,"501 Hampton Pointe Blvd; I-85 Exit 165 Hillsborough, NC, 27278 ",USA,NC
3692,-78.833246,35.636647,Walmart Supercenter,4458,Neither,0,(919) 557-9181,"7016 G.b. Alford Hwy, Holly Springs, NC, 27540 ",USA,NC
3693,-78.964274,34.981161,Walmart Supercenter,2929,Gas/Diesel,1,(910) 429-7401,"3030 N Main, Hope Mills, NC, 28348 ",USA,NC
3694,-78.9640961,34.9818878,Murphy: USA,6540,Gas/Diesel,0,(910) 423-4389,"3050 N Main St, Hope Mills, NC, 28348 ",USA,NC
3695,-78.933258,34.983045,Wm Nbrhd Mkt,3456,Neither,0,(910) 364-0413,"4220 Legion Rd, Hope Mills, NC, 28348 ",USA,NC
3696,-81.485149,35.857969,Wm Nbrhd Mkt,7296,Gas,0,(858) 572-6021,"2794 Hickory Blvd, Hudson, NC, 28638 ",USA,NC
3697,-80.827279,35.371659,Walmart Supercenter,5879,Neither,1,(704) 977-2040,"11145 Bryton Town Center Dr; I-77 Exit 19 Huntersville, NC, 28078 ",USA,NC
3698,-80.65329,35.078095,murphy: USA,7610,Gas/Diesel,0,(704) 628-9078,"14049 E Independence Blvd, Indian Trail, NC, 28079 ",USA,NC
3699,-80.65082,35.078102,Walmart Supercenter,3700,Neither,0,(704) 882-5566,"2101 Younts Rd, Indian Trail, NC, 28079 ",USA,NC
3700,-77.397008,34.783649,Sam's Club,6573,Gas/Diesel,0,(910) 346-2148,"1170 Western Blvd, Jacksonville, NC, 28546 ",USA,NC
3701,-77.392453,34.779263,Walmart Supercenter,1298,Neither,1,(910) 455-2358,"2025 N Marine Blvd, Jacksonville, NC, 28546 ",USA,NC
3702,-77.418464,34.800554,Wm Nbrhd Mkt,7137,Neither,0,(910) 467-0977,"4250 Western Blvd, Jacksonville, NC, 28546 ",USA,NC
3703,-77.463908,34.750475,Walmart Supercenter,3864,Neither,0,(910) 346-1889,"561 Yopp Rd, Jacksonville, NC, 28540 ",USA,NC
3704,-80.59343,35.462708,Walmart Supercenter,2005,Neither,1,(704) 792-9800,"2420 Supercenter Dr Ne, Kannapolis, NC, 28083 ",USA,NC
3705,-80.59108,35.463272,Sam's Club,4797,Gas,0,(704) 792-9000,"2421 Supercenter Dr Ne; I-85 Exit 60 Kannapolis, NC, 28025 ",USA,NC
3706,-80.102251,36.088726,Wm Nbrhd Mkt,6828,Neither,1,(336) 904-4001,"1035 Beesons Field Dr; I-40 Exit 14 Kernersville, NC, 27284 ",USA,NC
3707,-80.102312,36.109084,Walmart Supercenter,2793,Neither,0,(336) 992-2343,"1130 S Main St; I-40 Exit 14 Kernersville, NC, 27284 ",USA,NC
3708,-80.365564,36.264732,Walmart Supercenter,6789,Neither,0,(336) 296-6041,"204 Ingram Dr, King, NC, 27021 ",USA,NC
3709,-81.363557,35.23942,Wm Nbrhd Mkt,7146,Neither,1,(704) 259-5213,"1011 Shelby Rd, Kings Mountain, NC, 28086 ",USA,NC
3710,-77.646259,35.26367,Walmart Supercenter,1661,Neither,0,(252) 527-3100,"4101 W Vernon Ave, Kinston, NC, 28501 ",USA,NC
3711,-75.720663,36.097435,Walmart Supercenter,2000,Neither,1,(252) 261-6011,"5400 N Croatan Hwy/suite 100 Kitty Hawk, NC, 27949 ",USA,NC
3712,-78.490966,35.796927,Walmart Supercenter,1816,Neither,0,(919) 217-0490,"7106 Knightdale Blvd, Knightdale, NC, 27545 ",USA,NC
3713,-79.483293,34.761798,Walmart Supercenter,1255,Gas/Diesel,0,(910) 277-7770,"901 Hwy 401 Bypass, Laurinburg, NC, 28352 ",USA,NC
3714,-79.4818354,34.7653469,Murphy: USA,6760,Gas/Diesel,0,(910) 610-4409,"909 Hwy 401 Bypass, Laurinburg, NC, 28352 ",USA,NC
3715,-78.023923,34.21109,Walmart Supercenter,4273,Gas/Diesel,0,(910) 383-1769,"1112 New Pointe Blvd, Leland, NC, 28451 ",USA,NC
3716,-78.111145,34.2389946,Murphy: USA,7419,Gas/Diesel,0,(910) 371-0419,"1116 Newpointe Blvd, Leland, NC, 28451 ",USA,NC
3717,-81.5268548,35.9277438,Murphy: USA,7538,Gas/Diesel,0,(828) 758-7055,"915 Blowing Rock Blvd, Lenoir, NC, 28645 ",USA,NC
3718,-81.528526,35.928611,Walmart Supercenter,1064,Gas/Diesel,0,(828) 754-0763,"935 Blowing Rock Blvd, Lenoir, NC, 28645 ",USA,NC
3719,-80.2616043,35.7953796,Murphy: USA,7271,Gas/Diesel,0,(336) 224-5780,"1110 Cotton Grove Rd; I-85 Exit 91 Lexington, NC, 27292 ",USA,NC
3720,-80.259253,35.791495,Walmart Supercenter,1322,Gas/Diesel,0,(336) 243-3051,"160 Lowes Blvd; I-85 Exit 91 Lexington, NC, 27292 ",USA,NC
3721,-80.277889,35.833655,Wm Nbrhd Mkt,7205,Neither,1,(336) 867-6032,"90 W Hwy 64 Lexington, NC, 27292 ",USA,NC
3722,-81.241516,35.48465,Walmart Supercenter,1209,Neither,0,(704) 732-3090,"306 N Generals Blvd., Lincolnton, NC, 28092 ",USA,NC
3723,-80.458394,35.256326,Walmart Supercenter,5747,Neither,1,(704) 781-0426,"1876 Main St, Locust, NC, 28097 ",USA,NC
3724,-78.319269,36.084001,Walmart Supercenter,1953,Neither,0,(919) 496-2221,"705 Retail Way, Louisburg, NC, 27549 ",USA,NC
3725,-79.042632,34.623776,Wm Nbrhd Mkt,7217,Neither,1,(910) 887-6121,"2503 W 5th St; I-95 Exit 17 Lumberton, NC, 28358 ",USA,NC
3726,-78.983246,34.635639,Wm Nbrhd Mkt,7209,Neither,1,(910) 887-6107,"2985 E Elizabethtown Rd, Lumberton, NC, 28358 ",USA,NC
3727,-79.005733,34.665658,Walmart Supercenter,1155,Neither,0,(910) 738-2595,"5070 Fayetteville Rd; I-95 Exit 22 Lumberton, NC, 28358 ",USA,NC
3728,-82.0388961,35.704519,Walmart Supercenter,1694,Neither,0,(828) 659-1481,"2875 Sugar Hill Rd: I-40 Exit 81 Marion, NC, 28752 ",USA,NC
3729,-80.709656,35.135501,Sam's Club,8219,Neither,0,(704) 847-6742,"1801 Windsor Square Dr, Matthews, NC, 28105 ",USA,NC
3730,-79.9365845,36.4177399,Murphy: USA,7241,Gas/Diesel,0,(336) 548-2006,"6705 Hwy 135 Mayodan, NC, 27027 ",USA,NC
3731,-79.935749,36.41918,Walmart Supercenter,3305,Gas/Diesel,0,(336) 548-6540,"6711 Hwy 135 Mayodan, NC, 27027 ",USA,NC
3732,-79.27095,36.068984,Murphy: USA,7247,Gas/Diesel,0,(919) 304-5427,"1310 Mebane Oaks Rd; I-49 Exit 154 Mebane, NC, 27302 ",USA,NC
3733,-79.271694,36.067535,Walmart Supercenter,5346,Gas/Diesel,0,(919) 304-0017,"1318 Mebane Oaks Rd; I-40 Exit 154 Mebane, NC, 27302 1",USA,NC
3734,-80.5917892,35.9267883,Murphy: USA,7370,Gas/Diesel,0,(336) 753-6893,"145 Cooper Creek Dr; I-40 Exit 170 Mocksville, NC, 27028 ",USA,NC
3735,-80.587263,35.92677,Walmart Supercenter,1096,Gas/Diesel,0,(336) 751-1266,"261 Cooper Creek Dr; I-40 Exit 170 Mocksville, NC, 27028 ",USA,NC
3736,-80.564712,35.013025,Walmart Supercenter,0877,Neither,0,(704) 289-5478,"2406 W Roosevelt Blvd, Monroe, NC, 28110 ",USA,NC
3737,-80.856341,35.58964,Walmart Supercenter,1156,Neither,0,(704) 664-5238,"169 Norman Station Rd; I-77 Exit 36 Mooresville, NC, 28117 ",USA,NC
3738,-80.875807,35.596278,Sam's Club,4917,Gas/Diesel,0,(704) 360-1010,"646 River Hwy; I-77 Exit 36 Mooresville, NC, 28117 ",USA,NC
3739,-80.793261,35.578013,Wm Nbrhd Mkt,4431,Neither,0,(704) 360-6119,"966 E Iredell Ave, Mooresville, NC, 28115 ",USA,NC
3740,-76.809844,34.734405,Murphy: USA,6768,Gas/Diesel,0,(252) 726-0200,"280 Hwy 24 Morehead City, NC, 28557 ",USA,NC
3741,-76.811121,34.735973,Walmart Supercenter,1355,Gas/Diesel,0,(252) 247-0511,"300 Hwy 24 Morehead City, NC, 28557 ",USA,NC
3742,-81.708844,35.75059,Wm Nbrhd Mkt,7304,Gas,1,(828) 544-6118,"1001 N Green St, Morganton, NC, 28655 ",USA,NC
3743,-81.702208,35.727283,Walmart Supercenter,1060,Neither,0,(828) 433-7696,"G120 Morganton Heights Blvd; I-40 Exit 103 Morganton, NC, 28655 ",USA,NC
3744,-78.84656,35.86594,Walmart Supercenter,4250,Gas,0,(919) 474-2285,"1001 Shiloh Glen Dr; I-40 Exit 283 Morrisville, NC, 27560 ",USA,NC
3745,-78.847524,35.817925,Wm Nbrhd Mkt,4147,Neither,0,(919) 337-9858,"3560 Davis Dr, Morrisville, NC, 27560 ",USA,NC
3746,-80.619037,36.472756,Walmart Supercenter,1039,Neither,0,(336) 719-2300,"2241 Rockford St; I-74 Exit 11 Mount Airy, NC, 27030 ",USA,NC
3747,-78.0713743,35.2126964,Murphy: USA,7438,Gas/Diesel,0,(919) 658-9501,"304 Hwy 55 W, Mount Olive, NC, 28365 ",USA,NC
3748,-78.070836,35.211203,Walmart Supercenter,3701,Gas/Diesel,0,(919) 658-1701,"308 Hwy 55 W, Mount Olive, NC, 28365 ",USA,NC
3749,-84.006716,35.108733,Walmart Supercenter,0515,Gas/Diesel,0,(828) 837-9184,"2330 Hwy 19 Murphy, NC, 28906 ",USA,NC
3750,-84.0074515,35.1096325,Murphy: USA,6610,Gas/Diesel,0,(828) 835-7255,"2336 Hwy 19 Murphy, NC, 28906 ",USA,NC
3751,-77.933939,35.968791,Walmart Supercenter,4459,Neither,0,(252) 459-0020,"1205 Eastern Ave, Nashville, NC, 27856 ",USA,NC
3752,-77.088628,35.125524,Wm Nbrhd Mkt,7218,Neither,1,(252) 649-6052,"2915 NeuSE Blvd, New Bern, NC, 28563 ",USA,NC
3753,-77.087039,35.101696,Walmart Supercenter,1300,Neither,0,(252) 637-6699,"3105 Mlk Jr Blvd, New Bern, NC, 28562 ",USA,NC
3754,-76.871763,34.776284,Wm Nbrhd Mkt,6645,Neither,1,(252) 515-5002,"6645 Hwy 70 E, Newport, NC, 28572 ",USA,NC
3755,-81.230682,35.680423,Wm Nbrhd Mkt,4432,Neither,0,(828) 468-6244,"1818 Northwest Blvd, Newton, NC, 28658 ",USA,NC
3756,-78.606407,36.280938,Walmart Supercenter,1579,Neither,0,(919) 693-2900,"1015 Lewis St; I-85 Exit 202 Oxford, NC, 27565 ",USA,NC
3757,-79.182448,34.671329,Walmart Supercenter,5489,Neither,0,(910) 522-1321,"930 Hwy 711 E, Pembroke, NC, 28372 ",USA,NC
3758,-80.874316,35.078384,Sam's Club,6348,Gas,0,(704) 541-1234,"11425 Carolina PL Pkwy; I-485 Exit 64 Pineville, NC, 28134 ",USA,NC
3759,-82.703721,35.276919,Walmart,1795,Neither,0,(828) 885-7900,"177 Forest Gate Dr, Pisgah Forest, NC, 28768 ",USA,NC
3760,-79.175541,35.009733,Walmart Supercenter,5787,Neither,0,(910) 683-6056,"4545 Fayetteville Rd, Raeford, NC, 28376 ",USA,NC
3761,-78.778579,35.913035,Walmart Supercenter,5118,Neither,1,(919) 596-5790,"10050 Glenwood Ave; I-540 Exit 4 Raleigh, NC, 27617 ",USA,NC
3762,-78.5620651,35.7997131,Murphy: USA,7112,Gas/Diesel,0,(919) 231-6626,"1450 N New Hope Road, Raleigh, NC, 27604 ",USA,NC
3763,-78.608696,35.837449,Walmart Supercenter,2058,Neither,1,(919) 790-6910,"1725 New Hope Church Rd, Raleigh, NC, 27609 ",USA,NC
3764,-78.646715,35.750378,Sam's Club,8223,Gas,0,(919) 839-1700,"2537 S Saunders St; I-40 Exit 298 Raleigh, NC, 27603 ",USA,NC
3765,-78.584529,35.846754,Sam's Club,6570,Neither,0,(919) 874-0112,"3001 Calvary Dr, Raleigh, NC, 27640 ",USA,NC
3766,-78.559981,35.799817,Walmart Supercenter,5292,Gas/Diesel,1,(919) 212-6442,"4431 New Bern Ave; I-440 Exit 13 Raleigh, NC, 27610 ",USA,NC
3767,-78.655126,35.719126,Walmart Supercenter,1372,Neither,0,(919) 772-8751,"4500 Fayetteville Rd, Raleigh, NC, 27603 ",USA,NC
3768,-78.707154,35.861424,Walmart,1751,Neither,1,(919) 783-5552,"6600 Glenwood Ave, Raleigh, NC, 27612 ",USA,NC
3769,-78.566372,35.869894,Walmart Supercenter,4484,Neither,1,(919) 424-6235,"8000 Town Dr: I-540 Exit 16 Raleigh, NC, 27616 ",USA,NC
3770,-79.823147,35.820717,Walmart Supercenter,2704,Neither,0,(336) 495-6278,"1021 High Point Rd; I-73/74 Exit 66 Randleman, NC, 27317 ",USA,NC
3771,-79.6681519,36.3854904,Murphy: USA,7242,Gas/Diesel,0,(336) 616-1445,"1403 N Scales, Reidsville, NC, 27320 ",USA,NC
3772,-79.665892,36.384136,Walmart Supercenter,3304,Gas/Diesel,0,(336) 349-6569,"1624 NC Hwy 14 Reidsvillle, NC, 27320 ",USA,NC
3773,-77.567557,34.908252,Walmart Supercenter,7009,Gas,1,(910) 324-6508,"349 Kinston Hwy, Richlands, NC, 28574 ",USA,NC
3774,-77.6314087,36.4288712,Murphy: USA,6936,Gas/Diesel,0,(252) 537-8255,"220 Premier Blvd; I-95 Exit 173 Roanoke Rapids, NC, 27870 ",USA,NC
3775,-77.633072,36.42796,Walmart Supercenter,1502,Gas/Diesel,0,(252) 535-3151,"251 Premier Blvd; I-95 Exit 173 Roanoke Rapids, NC, 27870 ",USA,NC
3776,-79.7925034,34.9302902,Murphy: USA,7225,Gas/Diesel,0,(910) 582-5286,"716 E Hwy 74 Rockingham, NC, 28379 ",USA,NC
3777,-79.738006,34.914075,Walmart Supercenter,1010,Gas/Diesel,0,(910) 582-3996,"720 E Hwy 74 Rockingham, NC, 28379 ",USA,NC
3778,-77.810966,35.977472,Walmart Supercenter,1197,Neither,1,(252) 985-2254,"1511 Benvenue Rd, Rocky Mount, NC, 27804 ",USA,NC
3779,-77.823727,35.960477,Sam's Club,4946,Gas/Diesel,0,(252) 443-4044,"300 Tarrytown Center, Rocky Mount, NC, 27804 ",USA,NC
3780,-78.98442,36.375953,Walmart Supercenter,1288,Gas/Diesel,0,(336) 597-2909,"1049 Durham Rd, Roxboro, NC, 27573 ",USA,NC
3781,-78.9828298,36.377095,Murphy: USA,6858,Gas/Diesel,0,(336) 330-0105,"1051 Durham Rd, Roxboro, NC, 27573 ",USA,NC
3782,-80.464093,35.65633,Walmart Supercenter,1552,Neither,1,(704) 639-9718,"323 S Arlington St; I-85 Exit 74 Salisbury, NC, 28144 ",USA,NC
3783,-79.128389,35.443746,Walmart Supercenter,1774,Neither,0,(919) 776-9388,"3310 NC Hwy 87 S, Sanford, NC, 27330 ",USA,NC
3784,-78.373898,33.981979,Walmart Supercenter,1767,Neither,0,(910) 754-2880,"4540 Main St. B 3079 Shallotte, NC, 28459 ",USA,NC
3785,-81.528912,35.276475,Walmart Supercenter,1034,Neither,0,(704) 484-0021,"705 E Dixon Blvd, Shelby, NC, 28152 ",USA,NC
3786,-79.420006,35.733128,Walmart Supercenter,2845,Neither,0,(919) 663-6000,"14215 Hwy 64 W, Siler City, NC, 27344 ",USA,NC
3787,-78.309367,35.522201,Walmart Supercenter,1321,Neither,0,(919) 989-6455,"1299 N Brightleaf Blvd; I-95 Exit 95 Smithfield, NC, 27577 ",USA,NC
3788,-78.030966,33.943316,Walmart Supercenter,2772,Neither,0,(910) 454-9909,"1675 N Howe St, Southport, NC, 28461 ",USA,NC
3789,-78.967048,35.173933,Walmart Supercenter,1312,Neither,0,(910) 436-1199,"670 Lillington Hwy, Spring Lake, NC, 28390 ",USA,NC
3790,-82.0437775,35.8692894,Murphy: USA,6597,Gas,0,(828) 766-5500,"2474 Halltown Rd, Spruce Pine, NC, 28777 ",USA,NC
3791,-82.044142,35.870251,Walmart Supercenter,2749,Gas,0,(828) 766-9991,"2514 Halltown Rd, Spruce Pine, NC, 28777 ",USA,NC
3792,-78.984821,34.808483,Wm Nbrhd Mkt,7329,Neither,1,(910) 241-6156,"120 S Odom Rd; I-95 Exit 31 St Pauls, NC, 28384 ",USA,NC
3793,-80.869349,35.810165,Walmart Supercenter,1662,Neither,0,(704) 871-9833,"1116 Crossroads Dr; I-40 Exit 51 Statesville, NC, 28625 ",USA,NC
3794,-77.564666,34.448735,Wm Nbrhd Mkt,7162,Neither,0,(910) 803-6001,"420 Fun Center Dr, Surf City, NC, 28443 ",USA,NC
3795,-77.148734,34.699626,Walmart Supercenter,7179,Gas,0,(910) 708-5010,"1109 W Corbett Ave, Swansboro, NC, 28584 ",USA,NC
3796,-83.20318,35.361622,Walmart Supercenter,2440,Neither,0,(828) 586-0211,"210 Walmart Plaza, Sylva, NC, 28779 ",USA,NC
3797,-77.547679,35.882989,Walmart Supercenter,2730,Neither,0,(252) 824-8170,"110 River Oaks Dr, Tarboro, NC, 27886 ",USA,NC
3798,-81.177682,35.905322,Walmart Supercenter,1131,Gas/Diesel,0,(828) 632-4176,"901 Hwy 16 S, Taylorsville, NC, 28681 ",USA,NC
3799,-81.1776123,35.9093513,Murphy: USA,6676,Gas/Diesel,0,(828) 635-6635,"905 Hwy 16 S, Taylorsville, NC, 28681 ",USA,NC
3800,-80.0677567,35.856617,Murphy: USA,6808,Gas/Diesel,0,(336) 476-0060,"1583 Liberty Dr; I-85 Exit 103 Thomasville, NC, 27360 ",USA,NC
3801,-80.066569,35.85561,Walmart Supercenter,3503,Gas/Diesel,0,(336) 474-2239,"1585 Liberty Dr; I-85 Exit 103 Thomasville, NC, 27360 ",USA,NC
3802,-80.1023242,34.9792658,Murphy: USA,7385,Gas/Diesel,0,(704) 694-3706,"1860 Hwy 74 W, Wadesboro, NC, 28170 ",USA,NC
3803,-80.1034,34.9802,Walmart Supercenter,1127,Gas/Diesel,0,(704) 694-6530,"2004 Hwy 74 W, Wadesboro, NC, 28170 ",USA,NC
3804,-78.539228,35.956922,Sam's Club,6976,Gas/Diesel,0,(919) 263-6134,"11460 Royal Cotton Rd, Wake Forest, NC, 27587 ",USA,NC
3805,-78.534754,35.951404,Walmart Supercenter,5254,Gas/Diesel,0,(919) 562-2921,"2114 S Main St, Wake Forest, NC, 27587 ",USA,NC
3806,-78.535217,35.949779,Murphy: USA,7085,Gas/Diesel,0,(919) 562-1740,"2120 S Main St, Wake Forest, NC, 27587 ",USA,NC
3807,-77.9703217,34.7407837,Murphy: USA,7472,Gas/Diesel,0,(910) 285-2296,"5621 S Hwy 41; I-40 Exit 385 Wallace, NC, 28466 ",USA,NC
3808,-77.969765,34.740059,Walmart Supercenter,1352,Gas/Diesel,0,(910) 285-2078,"5625 S Hwy 41; I-40 Exit 385 Wallace, NC, 28466 ",USA,NC
3809,-77.062797,35.56032,Walmart Supercenter,1354,Neither,0,(252) 975-2083,"570 Pamlico Plaza, Washington, NC, 27889 ",USA,NC
3810,-80.755396,34.957083,Wm Nbrhd Mkt,7180,Neither,1,(704) 267-6001,"2520 Cuthbertson Rd, Waxhaw, NC, 28173 ",USA,NC
3811,-83.01073,35.46588,Walmart Supercenter,1663,Neither,0,(828) 456-4828,"135 Town Center Loop, Waynesville, NC, 28786 ",USA,NC
3812,-82.578265,35.703458,Walmart Supercenter,4334,Neither,0,(828) 645-5028,"25 Northbridge Commons; I-26 Exit 19 Weaverville, NC, 28787 ",USA,NC
3813,-81.4809018,36.3961581,Murphy: USA,6695,Gas/Diesel,0,(336) 246-3726,"1149 Mount Jefferson Rd, West Jefferson, NC, 28694 ",USA,NC
3814,-81.481012,36.390126,Walmart Supercenter,3289,Gas/Diesel,0,(336) 246-3920,"1489 Mount Jefferson Rd, West Jefferson, NC, 28694 ",USA,NC
3815,-78.7221285,34.3012087,Murphy: USA,6912,Gas/Diesel,0,(910) 640-1704,"102 Columbus Corners Drive, Whiteville, NC, 28472 ",USA,NC
3816,-78.724304,34.302642,Walmart Supercenter,1268,Gas/Diesel,0,(910) 640-1393,"200 Columbus Corners Dr, Whiteville, NC, 28472 ",USA,NC
3817,-81.193975,36.148911,Walmart Supercenter,1290,Neither,1,(336) 667-7691,"1801 Hwy 421 Wilkesboro, NC, 28697 ",USA,NC
3818,-77.0764531,35.834263,Walmart Supercenter,1641,Neither,0,(252) 792-9033,"1529 Washington St, Williamston, NC, 27892 ",USA,NC
3819,-77.877353,34.234075,Sam's Club,8129,Gas/Diesel,0,(910) 392-2995,"412 S College Rd, Wilmington, NC, 28403 ",USA,NC
3820,-77.896693,34.145582,Walmart Supercenter,1348,Gas/Diesel,0,(910) 452-0944,"5135 Carolina Beach Rd, Wilmington, NC, 28412 ",USA,NC
3821,-77.8970947,34.144558,Murphy: USA,6786,Gas/Diesel,0,(910) 452-5540,"5205 Carolina Beach Rd, Wilmington, NC, 28412 ",USA,NC
3822,-77.8759155,34.2440948,Murphy: USA,6624,Gas/Diesel,0,(910) 798-9890,"5221 Sigmon Rd, Wilmington, NC, 28403 ",USA,NC
